tahun,triwulan,nama_kota,nama_kecamatan,nama_kelurahan ,jenis_kelamin,jumlah
2021,2,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,176
2021,2,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,203
2021,2,JAKARTA BARAT,PALMERAH,PALMERAH,Perempuan,127
2021,2,JAKARTA BARAT,PALMERAH,SLIPI,Perempuan,213
2021,2,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Perempuan,81
2021,2,JAKARTA BARAT,PALMERAH,JATIPULO,Perempuan,83
2021,2,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Perempuan,76
2021,2,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Perempuan,47
2021,2,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,131
2021,2,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,103
2021,2,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,91
2021,2,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,113
2021,2,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,97
2021,2,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,118
2021,2,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,21
2021,2,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,76
2021,2,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,53
2021,2,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,78
2021,2,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,77
2021,2,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,53
2021,2,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,69
2021,2,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,4
2021,2,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,4
2021,2,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,26
2021,2,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,17
2021,2,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,69
2021,2,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,148
2021,2,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,12
2021,2,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,10
2021,2,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,86
2021,2,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,68
2021,2,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,107
2021,2,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,95
2021,2,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,26
2021,2,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,50
2021,2,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,86
2021,2,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,81
2021,2,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,151
2021,2,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,119
2021,2,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,93
2021,2,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,172
2021,2,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,133
2021,2,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,159
2021,2,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,250
2021,2,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,105
2021,2,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,115
2021,2,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,99
2021,2,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,181
2021,2,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,148
2021,2,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,140
2021,2,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,46
2021,2,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,48
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,21
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,12
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,32
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,1
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,18
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,6
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,7
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,18
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,64
2021,2,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,173
2021,2,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,89
2021,2,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,130
2021,2,JAKARTA SELATAN,PANCORAN,RAWAJATI,Perempuan,52
2021,2,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,85
2021,2,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,47
2021,2,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,23
2021,2,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,572
2021,2,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,216
2021,2,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,394
2021,2,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,146
2021,2,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,77
2021,2,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,99
2021,2,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,182
2021,2,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,125
2021,2,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,127
2021,2,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,96
2021,2,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,88
2021,2,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,110
2021,2,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,234
2021,2,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,75
2021,2,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perempuan,108
2021,2,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,97
2021,2,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,90
2021,2,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,78
2021,2,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,88
2021,2,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,81
2021,2,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,153
2021,2,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,78
2021,2,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,273
2021,2,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,100
2021,2,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,55
2021,2,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,243
2021,2,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,29
2021,2,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,122
2021,2,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,63
2021,2,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,205
2021,2,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,102
2021,2,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,264
2021,2,JAKARTA TIMUR,KRAMAT JATI,KRAMATJATI,Perempuan,146
2021,2,JAKARTA TIMUR,KRAMAT JATI,TENGAH,Perempuan,171
2021,2,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Perempuan,81
2021,2,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Perempuan,130
2021,2,JAKARTA TIMUR,KRAMAT JATI,BALEKAMBANG,Perempuan,66
2021,2,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Perempuan,93
2021,2,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Perempuan,244
2021,2,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,240
2021,2,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,62
2021,2,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,116
2021,2,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,120
2021,2,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,266
2021,2,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,303
2021,2,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,91
2021,2,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,474
2021,2,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,318
2021,2,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,973
2021,2,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,823
2021,2,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,307
2021,2,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,135
2021,2,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,377
2021,2,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,225
2021,2,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,209
2021,2,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,47
2021,2,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,55
2021,2,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,289
2021,2,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,122
2021,2,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,111
2021,2,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,278
2021,2,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,124
2021,2,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,103
2021,2,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,232
2021,2,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,175
2021,2,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,183
2021,2,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,158
2021,2,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,152
2021,2,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,319
2021,2,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,93
2021,2,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,67
2021,2,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,300
2021,2,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,60
2021,2,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,131
2021,2,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,206
2021,2,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,136
