tanggal,bulan,tahun,wilayah_samsat,jenis_pajak,jumlah_pajak
31,12,2020,Jakarta Barat,Pajak Kendaraan Bermotor,147007704050
31,12,2020,Jakarta Pusat,Pajak Kendaraan Bermotor,107842790000
31,12,2020,Jakarta Selatan,Pajak Kendaraan Bermotor,178845265531
31,12,2020,Jakarta Timur,Pajak Kendaraan Bermotor,161305882050
31,12,2020,Jakarta Utara,Pajak Kendaraan Bermotor,106452435685
